date,negative_count,negative_avg,positive_count,positive_avg,neutral_count,neutral_avg
2020-03-17,370381.6666666667,0.41442082383333306,81278.66666666667,0.09323712966666668,449760.3333333333,0.49234204648611096
2020-03-18,417043.6666666667,0.4148786778055554,86860.66666666667,0.0919290090138889,491856.0,0.4931923131527776
2020-03-19,583819.6666666666,0.433385433861111,115500.33333333333,0.0889814465138889,633169.6666666666,0.47763311958333327
2020-03-20,636639.6666666666,0.446220261736111,124207.0,0.0902576471388889,648007.6666666666,0.4635220911249999
2020-03-21,715685.0,0.4474565437638887,146901.66666666666,0.0920020865138889,736202.3333333334,0.4605413697499999
2020-03-22,718146.0,0.44303231408333305,150884.33333333334,0.09340304484722223,750594.3333333334,0.46356464115277757
2020-03-23,737089.3333333334,0.4468558974999997,153680.33333333334,0.09355503609722222,757584.6666666666,0.45958906647222225
2020-03-24,594714.3333333334,0.43926313945833306,124589.66666666667,0.09712086794444434,613800.6666666666,0.4636159926944446
2020-03-25,436880.0,0.421210828986111,98713.33333333333,0.10427145586111099,473384.3333333333,0.47451771519444463
2020-03-26,429606.6666666667,0.41415702040277774,102088.66666666667,0.10561860737499991,488318.3333333333,0.48022437233333326
2020-03-27,565244.3333333334,0.41166872259722237,138288.0,0.10605797544444456,648527.6666666666,0.4822733019999999
2020-03-28,712253.6666666666,0.42055985363888904,171376.66666666666,0.10233274493055557,803850.6666666666,0.4771074015277776
2020-03-29,712390.3333333334,0.4240022359305557,171890.33333333334,0.10349778605555555,788512.6666666666,0.47249997808333327
2020-03-30,684346.6666666666,0.43457598775,152877.66666666666,0.09931598791666656,729741.0,0.46610802444444427
2020-03-31,526421.6666666666,0.43383254479166666,115431.0,0.10292194098611124,548863.0,0.4632455143472223
2020-04-01,447423.3333333333,0.43468640126388897,93373.33333333333,0.10192267922222233,463205.0,0.46339091956944456
2020-04-02,521001.0,0.44130318584722233,100561.33333333333,0.09581280083333343,532473.6666666666,0.4628840133333336
2020-04-03,670824.0,0.44732616850000007,126525.0,0.08767209713888886,693378.0,0.4650017343611113
2020-04-04,756197.6666666666,0.4515495249305557,149781.33333333334,0.08956047706944444,766309.0,0.4588899980416666
2020-04-05,759709.0,0.448960474027778,164050.0,0.09705697509722233,764962.3333333334,0.45398255090277767
2020-04-06,788750.6666666666,0.45284732297222235,170325.33333333334,0.09797642093055565,780933.6666666666,0.4491762560555553
