date,new_cases
2020-09-07,77480.33333333333
2020-09-08,73596.66666666667
2020-09-09,80456.33333333333
2020-09-10,83542.66666666667
2020-09-11,94832.0
2020-09-12,96811.0
2020-09-13,90102.33333333333
2020-09-14,86858.66666666667
2020-09-15,87166.0
2020-09-16,96608.33333333333
2020-09-17,100220.0
2020-09-18,109882.0
2020-09-19,109281.33333333333
2020-09-20,101306.33333333333
2020-09-21,102759.33333333333
2020-09-22,104640.33333333333
2020-09-23,113112.0
2020-09-24,112571.0
2020-09-25,121490.33333333333
2020-09-26,120641.33333333333
2020-09-27,109350.0
2020-09-28,102825.0
2020-09-29,100844.66666666667
2020-09-30,114242.0
2020-10-01,119786.66666666667
2020-10-02,133429.33333333334
2020-10-03,134190.33333333334
2020-10-04,130605.0
2020-10-05,135270.66666666666
2020-10-06,137960.0
2020-10-07,152595.33333333334
2020-10-08,161152.66666666666
2020-10-09,176673.0
2020-10-10,181967.66666666666
2020-10-11,168502.66666666666
2020-10-12,160814.0
2020-10-13,160391.33333333334
2020-10-14,184151.66666666666
2020-10-15,207606.0
2020-10-16,229184.33333333334
2020-10-17,228995.66666666666
2020-10-18,215056.33333333334
2020-10-19,215778.0
2020-10-20,223047.33333333334
2020-10-21,251310.0
2020-10-22,272310.6666666667
2020-10-23,304035.0
2020-10-24,312236.3333333333
2020-10-25,285804.6666666667
2020-10-26,296359.3333333333
2020-10-27,302431.0
2020-10-28,343441.3333333333
2020-10-29,352669.0
2020-10-30,384178.3333333333
2020-10-31,379290.3333333333
2020-11-01,361121.3333333333
2020-11-02,369120.3333333333
2020-11-03,397424.6666666667
2020-11-04,415966.6666666667
2020-11-05,422380.3333333333
2020-11-06,437623.6666666667
2020-11-07,456750.0
2020-11-08,420005.0
2020-11-09,389998.6666666667
2020-11-10,375979.0
2020-11-11,414076.3333333333
2020-11-12,446256.0
2020-11-13,471990.0
2020-11-14,461051.0
2020-11-15,420178.3333333333
2020-11-16,394732.6666666667
2020-11-17,401202.3333333333
2020-11-18,434586.0
2020-11-19,457747.0
2020-11-20,469879.6666666667
2020-11-21,459880.3333333333
2020-11-22,413353.6666666667
2020-11-23,379688.0
2020-11-24,381215.3333333333
2020-11-25,417146.6666666667
2020-11-26,414756.6666666667
2020-11-27,426944.0
2020-11-28,403448.6666666667
2020-11-29,379994.3333333333
2020-11-30,339791.6666666667
2020-12-01,353370.0
2020-12-02,398039.3333333333
2020-12-03,442970.3333333333
2020-12-04,463476.3333333333
2020-12-05,465148.3333333333
2020-12-06,427138.6666666667
2020-12-07,389162.0
2020-12-08,392222.0
2020-12-09,426089.3333333333
2020-12-10,472217.3333333333
2020-12-11,487364.0
2020-12-12,483432.3333333333
2020-12-13,441943.3333333333
2020-12-14,401665.0
2020-12-15,405595.0
2020-12-16,450330.3333333333
2020-12-17,497657.0
2020-12-18,518097.0
2020-12-19,492027.0
2020-12-20,443282.3333333333
2020-12-21,400895.3333333333
2020-12-22,414065.6666666667
2020-12-23,457050.3333333333
2020-12-24,486976.0
2020-12-25,433213.6666666667
2020-12-26,389529.6666666667
2020-12-27,329739.6666666667
2020-12-28,345940.6666666667
2020-12-29,382371.3333333333
2020-12-30,459722.0
2020-12-31,528913.6666666666
